"num","classifier","noun","sent_num","cl_token_num","noun_token_num","file_name","cl_freq_for_noun","cl_prop_for_noun"
"一","条","方针",23344,60,62,"010801.csv",41,0.266
"１９","个","部门",23352,14,15,"010801.csv",7038,0.853
"十几","个","部门",23357,3,4,"010801.csv",7038,0.853
"一","件","事情",23403,34,40,"010801.csv",6971,0.82
"三","个","重点",23406,26,27,"010801.csv",1209,0.842
"两","个","理由",23408,12,13,"010801.csv",1707,0.879
"第一","个","理由",23409,2,3,"010801.csv",1707,0.879
"一","个","转型",23409,39,43,"010801.csv",58,0.773
"一","个","作用",23411,63,65,"010801.csv",857,0.87
"两","个","答案",23413,7,8,"010801.csv",1111,0.938
"一","个","报告",23418,18,19,"010801.csv",1101,0.1
"一","个","消息",23419,13,17,"010801.csv",3950,0.634
"一","个","困扰",23421,10,14,"010801.csv",28,0.667
"一","个","人",23423,7,8,"010801.csv",77696,0.793
"一","个","公司",23441,13,15,"010801.csv",7730,0.093
"一","个","政府",23442,13,14,"010801.csv",1622,0.715
"一","个","旅行",23454,5,6,"010801.csv",47,0.47
"一","个","烦恼",23454,18,19,"010801.csv",57,0.704
"一","条","斜坡",23465,24,25,"010801.csv",7,0.047
"一","座","建筑",23467,11,14,"010801.csv",930,0.276
"一","座","建筑",23470,20,26,"010801.csv",930,0.276
"一","座","库房",23477,37,38,"010801.csv",12,0.122
"一","段","戏",23485,44,52,"010801.csv",219,0.06
"多","项","制度",23529,31,33,"010801.csv",1133,0.581
"８～１０","个","集团",23540,48,55,"010801.csv",1682,0.458
"８","个","集团",23540,43,55,"010801.csv",1682,0.458
"几","个","城市",23551,26,27,"010801.csv",24790,0.866
"几","个","城市",23557,21,22,"010801.csv",24790,0.866
"一","名","旅客",23565,17,18,"010801.csv",3056,0.821
"数十","名","记者",23580,8,9,"010801.csv",4974,0.522
"一","个","通告",23600,3,4,"010801.csv",67,0.261
"一","篇","帖子",23602,16,17,"010801.csv",227,0.213
"第二","篇","帖子",23606,3,4,"010801.csv",227,0.213
"７","篇","帖子",23613,2,3,"010801.csv",227,0.213
"一","个","网站",23616,3,11,"010801.csv",2627,0.453
"２８","篇","评论",23616,27,28,"010801.csv",230,0.455
"一","个","小孩",23617,26,27,"010801.csv",1672,0.778
"一","个","网民",23617,2,7,"010801.csv",167,0.252
"一","个","网民",23619,3,4,"010801.csv",167,0.252
"一","个","落款",23620,2,3,"010801.csv",5,0.192
"一","名","民主党人",23623,2,6,"010801.csv",25,0.862
"７","位","竞选人",23638,11,14,"010801.csv",133,0.388
"两","座","城市",23658,13,14,"010801.csv",3082,0.108
"多","个","项目",23678,4,5,"010801.csv",27366,0.895
"８","个","孩子",23702,9,10,"010801.csv",15623,0.864
"９","名","发育",23705,32,34,"010801.csv",8,0.195
"９","名","男童",23705,19,20,"010801.csv",415,0.885
"２０","辆","车",23710,8,9,"010801.csv",8695,0.819
"一","个","车队",23710,5,12,"010801.csv",207,0.361
"８","个","孩子",23714,7,9,"010801.csv",15623,0.864
"８","名","女警",23715,7,8,"010801.csv",106,0.803
"８","个","孩子",23715,2,3,"010801.csv",15623,0.864
"两","个","孩子",23717,6,7,"010801.csv",15623,0.864
"８","个","孩子",23733,14,15,"010801.csv",15623,0.864
"一","名","男孩",23740,15,21,"010801.csv",763,0.24
"一","个","小店",23743,8,9,"010801.csv",74,0.244
"两","名","男子",23746,10,12,"010801.csv",11247,0.8
"一","个","农村",23750,12,13,"010801.csv",223,0.513
"５万","张","通告",23759,13,15,"010801.csv",39,0.152
"一","场","攻坚战",23763,7,8,"010801.csv",218,0.813
"一","个","小孩",23767,15,16,"010801.csv",1672,0.778
"一","份","礼物",23770,13,14,"010801.csv",1226,0.71
"一","位","感言",23771,3,5,"010801.csv",11,0.129
"１０","名","人员",23773,18,20,"010801.csv",20667,0.678
"９","名","男童",23774,6,7,"010801.csv",415,0.885
"１","名","儿童",23775,28,29,"010801.csv",2658,0.826
"一","个","宾馆",23780,36,37,"010801.csv",141,0.147
"几","位","主角",23784,6,7,"010801.csv",1233,0.727
"一","名","实习生",23785,6,8,"010801.csv",99,0.669
"一","个","总统",23785,13,15,"010801.csv",272,0.233
"一","个","实习生",23793,12,13,"010801.csv",30,0.203
"一","个","节目",23796,20,22,"010801.csv",2224,0.582
"一","个","儿子",23804,12,16,"010801.csv",3811,0.918
"两","个","女儿",23805,11,19,"010801.csv",3263,0.904
"一","家","公司",23806,5,7,"010801.csv",70737,0.854
"一","名","职员",23808,8,10,"010801.csv",552,0.686
"第一","个","总统",23809,12,21,"010801.csv",272,0.233
"一","个","恶人",23818,13,15,"010801.csv",15,0.417
"１６０多","个","采访",23833,5,7,"010801.csv",151,0.353
"第二","段","婚姻",23835,10,11,"010801.csv",551,0.691
"一","篇","报道",23840,15,20,"010801.csv",1128,0.617
"一","栋","封锁",23846,17,18,"010801.csv",3,0.375
"一","家","事务所",23850,8,10,"010801.csv",426,0.824
"一","家","诊所",23863,10,11,"010801.csv",346,0.641
"一","个","孕妇",23865,6,10,"010801.csv",163,0.238
"８","间","屋子",23886,12,13,"010801.csv",327,0.723
"一","根","手指",23903,11,12,"010801.csv",262,0.459
"一","位","知情人",23920,5,6,"010801.csv",232,0.593
"第二十","条","规定",23928,17,19,"010801.csv",4060,0.789
"第一百万","辆","车",23938,9,10,"010801.csv",8695,0.819
"第五","名","优势",23941,15,21,"010801.csv",191,0.087
"７","个","工厂",23952,25,26,"010801.csv",952,0.323
"１４","家","工厂",23955,10,12,"010801.csv",1587,0.539
"１５万","辆","汽车",23962,37,38,"010801.csv",4344,0.86
"一","只","玩具",24014,9,13,"010801.csv",19,0.049
"２８万","台","销量",24031,5,6,"010801.csv",115,0.114
"一","个","方案",24033,15,24,"010801.csv",3845,0.788
"一","道","工序",24048,54,55,"010801.csv",280,0.9
"多","项","检查",24049,20,30,"010801.csv",136,0.328
"一","个","价值链",24066,13,14,"010801.csv",27,0.628
"一","个","传球",24092,3,5,"010801.csv",78,0.821
"一","个","变",24098,36,37,"010801.csv",19,0.388
"一","个","火锅",24103,14,15,"010801.csv",287,0.837
"一","个","传球",24107,28,30,"010801.csv",78,0.821
"一","份","议案",24127,6,13,"010801.csv",284,0.193
"一","个","城市",24130,10,15,"010801.csv",24790,0.866
"一","个","形状",24142,22,24,"010801.csv",182,0.659
"一","幅","人民",24152,27,29,"010801.csv",10,0.05
"第一","个","字母",24158,23,24,"010801.csv",648,0.964
"一","位","专家",24172,4,9,"010801.csv",6375,0.611
"一","朵","花",24175,16,17,"010801.csv",665,0.697
"一","个","走向",24176,57,59,"010801.csv",52,0.812
"一","个","乾坤",24178,25,28,"010801.csv",11,0.524
"一","张","纸",24220,15,16,"010801.csv",710,0.66
"一","张","纸",24220,20,22,"010801.csv",710,0.66
"一","个","作用",24223,21,23,"010801.csv",857,0.87
"一","个","球后",24237,19,22,"010801.csv",48,0.787
"三","家","企业",24241,12,13,"010801.csv",34585,0.759
"２１６９","家","网点",24241,26,30,"010801.csv",578,0.296
"一","家","零售点",24243,5,8,"010801.csv",13,0.178
"多","块","钱",24245,10,11,"010801.csv",8244,0.839
"一","个","产品",24279,4,6,"010801.csv",2932,0.517
"一","个","底座",24283,22,24,"010801.csv",23,0.657
"一","个","底座",24284,9,10,"010801.csv",23,0.657
"第一","条","自己",24287,19,20,"010801.csv",14,0.049
"１６００","家","公司",24328,8,10,"010801.csv",70737,0.854
"两","条","腿",24331,15,16,"010801.csv",2354,0.916
"一","条","腿",24331,21,22,"010801.csv",2354,0.916
"三","个","制度",24352,12,16,"010801.csv",665,0.341
"一","个","先例",24373,28,31,"010801.csv",143,0.911
"１３","个","经济区",24417,9,11,"010801.csv",127,0.934
"一","个","创举",24421,16,18,"010801.csv",187,0.748
"三","个","调",24435,6,8,"010801.csv",17,0.68
"一","个","故事",24436,12,14,"010801.csv",4623,0.77
"两","辆","牌",24439,5,7,"010801.csv",61,0.071
"七","所","小学",24443,13,15,"010801.csv",2653,0.83
"３０","名","大学",24444,18,20,"010801.csv",448,0.112
"６０","名","贫困",24445,21,22,"010801.csv",32,0.744
"一","名","孩子",24450,7,8,"010801.csv",1850,0.102
"１１７","座","桥",24452,14,16,"010801.csv",617,0.818
"一","所","学校",24453,8,9,"010801.csv",5884,0.713
"一","辆","汽车",24461,14,16,"010801.csv",4344,0.86
"１１７","座","桥",24463,15,16,"010801.csv",617,0.818
"一","件","事",24482,14,15,"010801.csv",11023,0.951
"一","家","企业",24503,6,8,"010801.csv",34585,0.759
"一","个","年代",24513,4,7,"010801.csv",367,0.805
"两","位","领导人",24533,2,4,"010801.csv",516,0.57
"一","个","将军",24540,11,14,"010801.csv",104,0.162
"一","个","人",24542,6,7,"010801.csv",77696,0.793
"第一","个","案例",24556,3,4,"010801.csv",1495,0.816
"一","间","屋内",24570,18,20,"010801.csv",69,0.58
"５","名","男童",24588,22,23,"010801.csv",415,0.885
"两","个","小孩",24592,10,11,"010801.csv",1672,0.778
"一","个","眼睛",24592,14,15,"010801.csv",86,0.183
"一","个","肾",24592,21,22,"010801.csv",100,0.794
"六七","个","人",24593,16,17,"010801.csv",77696,0.793
"四千","块","钱",24594,34,35,"010801.csv",8244,0.839
"两","个","孙子",24597,13,14,"010801.csv",261,0.935
"一","位","居民",24601,3,5,"010801.csv",669,0.274
"一","个","家",24606,12,13,"010801.csv",1813,0.574
"一","块","钱",24607,12,13,"010801.csv",8244,0.839
"一","个","小孩",24609,16,20,"010801.csv",1672,0.778
"第二","个","线索",24609,11,12,"010801.csv",98,0.13
"两","个","儿子",24618,11,12,"010801.csv",3811,0.918
"十几","个","先生",24623,15,17,"010801.csv",141,0.109
"３","个","先生",24624,11,13,"010801.csv",141,0.109
"３","名","专家",24632,9,12,"010801.csv",3240,0.31
"２００","名","民警",24634,24,25,"010801.csv",2869,0.743
"５万","份","公告",24637,19,22,"010801.csv",265,0.218
"一","名","儿童",24640,13,16,"010801.csv",2658,0.826
"９","名","儿童",24642,41,44,"010801.csv",2658,0.826
"１","名","儿童",24643,26,27,"010801.csv",2658,0.826
"８","名","男童",24643,6,7,"010801.csv",415,0.885
"一","个","理性",24688,2,3,"010801.csv",283,0.879
"单","个","银行",24711,15,16,"010801.csv",581,0.054
"一","笔","生意",24713,15,17,"010801.csv",230,0.505
"两","位","数",24733,14,15,"010801.csv",5416,0.959
"一","位","小业主",24736,5,6,"010801.csv",12,0.545
"一","个","词",24741,7,9,"010801.csv",2237,0.937
"一","场","争议",24764,2,10,"010801.csv",55,0.192
"２３０","首","曲目",24769,34,35,"010801.csv",144,0.696
"一","场","争论",24771,51,54,"010801.csv",204,0.654
"一","封","电邮",24771,11,12,"010801.csv",23,0.535
"一","个","障碍",24771,44,46,"010801.csv",494,0.691
"一","份","报告",24779,8,9,"010801.csv",8470,0.768
"一","位","负责人",24782,2,10,"010801.csv",3672,0.638
"第一","家","公司",24786,22,31,"010801.csv",70737,0.854
"一","项","准则",24802,6,17,"010801.csv",58,0.245
"一","个","共同体",24813,18,22,"010801.csv",157,0.957
"十余","家","公司",24832,23,24,"010801.csv",70737,0.854
"一","个","市场",24841,13,17,"010801.csv",8475,0.877
"一","项","工作",24872,5,10,"010801.csv",3769,0.395
"一","项","举措",24886,8,11,"010801.csv",1462,0.636
"四","只","基金",24898,4,5,"010801.csv",13462,0.76
"一","门","学问",24903,18,23,"010801.csv",313,0.951
"十余","位","妈妈",24910,3,5,"010801.csv",375,0.347
"一","条","短信",24911,10,12,"010801.csv",2041,0.855
"一","位","科学家",24915,3,5,"010801.csv",372,0.44
"３０００","位","妈妈",24922,16,18,"010801.csv",375,0.347
"一","份","保险",24924,25,27,"010801.csv",233,0.376
"一","处","分论坛",24924,11,18,"010801.csv",3,0.068
"三","位","业务员",24939,5,6,"010801.csv",48,0.231
"一","家","企业",24944,9,11,"010801.csv",34585,0.759
"一","位","妈妈",24952,2,3,"010801.csv",375,0.347
"两百多","份","细菌",24954,24,25,"010801.csv",9,0.173
"一","位","妈妈",24958,2,3,"010801.csv",375,0.347
"一","位","主管",24967,35,37,"010801.csv",193,0.468
"几","番","查证",24967,12,13,"010801.csv",7,0.778
"一","段","经历",24970,11,14,"010801.csv",588,0.626
"两","份","样本",24977,25,30,"010801.csv",85,0.112
"一","个","所在",24979,5,10,"010801.csv",78,0.729
"一万多","块","钱",25006,7,8,"010801.csv",8244,0.839
"一","位","领导",25009,23,25,"010801.csv",1240,0.547
"１００","所","小学",25020,17,18,"010801.csv",2653,0.83
"５０","所","农村",25021,43,44,"010801.csv",87,0.2
"１４０","所","学校",25021,17,18,"010801.csv",5884,0.713
"１００","所","学校",25021,34,35,"010801.csv",5884,0.713
"４０","所","学校",25021,26,27,"010801.csv",5884,0.713
"６","家","企业",25024,13,16,"010801.csv",34585,0.759
"１０","家","医院",25024,30,33,"010801.csv",5183,0.693
"５０","个","市场",25025,28,30,"010801.csv",8475,0.877
"１０","处","港湾",25034,27,29,"010801.csv",9,0.06
"１５","个","路口",25034,20,21,"010801.csv",579,0.902
"１０","处","场站",25035,48,51,"010801.csv",35,0.385
"３９","个","垃圾",25044,27,31,"010801.csv",46,0.303
"３００","个","公里",25048,5,9,"010801.csv",4,0.182
"１００","栋","建筑",25050,40,43,"010801.csv",774,0.229
"５０","个","村",25061,13,14,"010801.csv",2520,0.874
"５０","个","状况",25062,57,62,"010801.csv",283,0.593
"５００","个","基层",25066,13,14,"010801.csv",34,0.486
"１５００","个","室",25067,9,12,"010801.csv",99,0.448
"２０","个","俱乐部",25068,50,53,"010801.csv",796,0.191
"３０","个","场地",25068,41,47,"010801.csv",411,0.507
"１２３３","个","设施",25068,32,35,"010801.csv",555,0.467
"２００","个","书屋",25069,11,14,"010801.csv",108,0.818
"一","个","品种",25084,44,50,"010801.csv",3715,0.895
"四","个","价格",25097,25,27,"010801.csv",1653,0.707
"一","个","对比",25097,8,12,"010801.csv",228,0.722
"两万","块","钱",25097,47,48,"010801.csv",8244,0.839
"第二","辆","车",25101,7,8,"010801.csv",8695,0.819
"四","个","颜色",25110,33,34,"010801.csv",258,0.608
"两","个","配置",25117,13,14,"010801.csv",96,0.356
"一","个","排量",25118,13,16,"010801.csv",304,0.758
"４０００","块","钱",25118,40,41,"010801.csv",8244,0.839
"两","个","店",25129,5,8,"010801.csv",488,0.09
"第二","个","车",25131,2,4,"010801.csv",383,0.036
"一","个","单位",25143,17,18,"010801.csv",5195,0.486
"一","个","暂住证",25147,18,21,"010801.csv",5,0.192
"一","个","网友",25148,5,6,"010801.csv",558,0.144
"一","个","朋友",25153,10,12,"010801.csv",4873,0.565
"一","个","扶手",25174,24,26,"010801.csv",12,0.444
"一","个","网友",25178,3,5,"010801.csv",558,0.144
"一","个","建议",25181,22,23,"010801.csv",801,0.376
"第三","个","主持人",25194,4,1,"010801.csv",532,0.348
"五","颗","星星",25205,36,37,"010801.csv",80,0.597
"一","个","网友",25223,24,25,"010801.csv",558,0.144
"一","个","车",25224,29,36,"010801.csv",383,0.036
"两","个","座",25234,10,11,"010801.csv",34,0.234
"一","个","双刃剑",25236,5,6,"010801.csv",20,0.024
"４４０","块","钱",25238,7,8,"010801.csv",8244,0.839
"一","笔","奖金",25240,20,22,"010801.csv",102,0.364
"一","个","建议",25240,50,51,"010801.csv",801,0.376
"一","辆","车",25240,31,35,"010801.csv",8695,0.819
"一","个","建议",25241,27,28,"010801.csv",801,0.376
"一","位","院士",25251,3,5,"010801.csv",437,0.565
"一","个","机构",25278,42,45,"010801.csv",5115,0.328
"一","个","组织",25278,5,10,"010801.csv",3858,0.762
"４２亿","个","地址",25286,13,15,"010801.csv",187,0.835
"１０","个","地址",25286,24,26,"010801.csv",187,0.835
"一","个","分配",25287,7,10,"010801.csv",45,0.763
"两","个","网民",25293,24,25,"010801.csv",167,0.252
"１９００多万","个","地址",25312,27,29,"010801.csv",187,0.835
"一","个","凝聚力",25326,4,6,"010801.csv",19,0.792
"三","项","技术",25347,11,13,"010801.csv",1449,0.578
"千百万","台","主机",25365,6,7,"010801.csv",59,0.868
"一","个","地址",25365,23,26,"010801.csv",187,0.835
"一","个","域名",25372,31,42,"010801.csv",144,0.96
"１０","个","数字",25372,38,39,"010801.csv",2985,0.726
"一","个","域名",25373,16,18,"010801.csv",144,0.96
"一","个","身份",25386,47,54,"010801.csv",769,0.521
"两","个","构成",25407,11,12,"010801.csv",31,0.608
"一","页","纸上",25436,21,22,"010801.csv",14,0.074
"一","个","事件",25441,17,18,"010801.csv",1741,0.34
"几","个","命令",25476,27,28,"010801.csv",112,0.304
"一","名","雇员",25476,3,5,"010801.csv",605,0.806
"一","尊","雕像",25526,15,17,"010801.csv",114,0.496
"一","条","原则",25543,3,6,"010801.csv",534,0.189
"一","个","词",25552,19,21,"010801.csv",2237,0.937
"一","个","剪辑",25554,24,25,"010801.csv",8,0.348
"一","部","机器",25558,9,11,"010801.csv",84,0.14
"一","名","领导",25569,30,34,"010801.csv",445,0.196
"一","个","团队",25574,35,47,"010801.csv",2197,0.706
"一","个","协议",25589,15,18,"010801.csv",670,0.179
"５００","家","企业",25593,18,22,"010801.csv",34585,0.759
"一","家","公司",25593,27,31,"010801.csv",70737,0.854
"一","个","巨子",25593,4,13,"010801.csv",4,0.267
"四","位","男孩",25601,28,30,"010801.csv",228,0.072
"数百","只","气球",25607,6,8,"010801.csv",118,0.405
"两","位","新人",25608,20,21,"010801.csv",495,0.373
"一","个","保险柜",25626,13,14,"010801.csv",43,0.843
"一","名","匪徒",25629,10,12,"010801.csv",57,0.626
"３０","个","小孩",25664,40,41,"010801.csv",1672,0.778
"一","条","吊坠",25670,26,29,"010801.csv",5,0.385
"一","件","事情",25681,52,58,"010801.csv",6971,0.82
"一","个","小伙子",25681,11,16,"010801.csv",862,0.607
"一","个","小伙子",25681,35,38,"010801.csv",862,0.607
"多","名","球星",25683,28,29,"010801.csv",575,0.457
"一","支","球队",25683,39,40,"010801.csv",18509,0.893
"一","名","男子",25685,4,9,"010801.csv",11247,0.8
"一","个","人",25686,12,14,"010801.csv",77696,0.793
"一","个","交往",25687,32,34,"010801.csv",52,0.776
"一","家","超市",25688,7,8,"010801.csv",1758,0.828
"１７８","名","志愿者",25700,5,8,"010801.csv",4593,0.781
"一","个","摇篮",25709,14,15,"010801.csv",38,0.792
"两","张","票",25711,46,47,"010801.csv",2051,0.887
"两","张","门票",25713,17,18,"010801.csv",1899,0.9
"２００万","张","门票",25716,8,9,"010801.csv",1899,0.9
"２７５３","道","菜品",25721,10,11,"010801.csv",26,0.565
"２７５３","道","菜品",25722,10,11,"010801.csv",26,0.565
"两","位","男",25733,4,6,"010801.csv",51,0.425
"一","所","小学",25738,10,12,"010801.csv",2653,0.83
"一","名","助手",25739,8,10,"010801.csv",379,0.554
"２５","名","亲朋好友",25746,24,27,"010801.csv",45,0.542
"６０００","块","贝壳",25746,15,16,"010801.csv",3,0.059
"一","块","手帕",25748,19,21,"010801.csv",30,0.341
"５","个","孩子",25749,11,12,"010801.csv",15623,0.864
"一","个","女婴",25750,25,26,"010801.csv",167,0.374
"两","个","儿子",25753,25,26,"010801.csv",3811,0.918
"一","段","婚姻",25753,15,19,"010801.csv",551,0.691
"１７","个","语种",25760,44,45,"010801.csv",169,0.885
"２１","个","城市",25773,43,44,"010801.csv",24790,0.866
"三","个","主场",25777,7,8,"010801.csv",2976,0.898
"八","名","形势",25792,5,8,"010801.csv",21,0.074
"一","个","主场",25799,10,11,"010801.csv",2976,0.898
"一","个","名字",25808,14,16,"010801.csv",2455,0.925
"一","段","横线",25817,6,7,"010801.csv",4,0.105
"一","份","味道",25818,13,16,"010801.csv",43,0.254
"３５","个","代表团",25820,19,20,"010801.csv",643,0.892
"多","名","运动员",25820,24,25,"010801.csv",4990,0.701
"一","名","男子",25837,10,11,"010801.csv",11247,0.8
"首","个","企业",25841,33,40,"010801.csv",8951,0.197
"１３","家","成员",25842,31,32,"010801.csv",240,0.038
"一","位","歌迷",25894,2,6,"010801.csv",279,0.371
"５５","个","航班",25956,24,25,"010801.csv",4321,0.894
"４８","座","机场",25960,9,11,"010801.csv",96,0.05
"４８","座","机场",25961,21,22,"010801.csv",96,0.05
"五","家","出版社",25971,5,6,"010801.csv",318,0.862
"４０","个","门类",25971,46,48,"010801.csv",240,0.964
"第三","只","镜头",25987,17,20,"010801.csv",30,0.024
"一","部","戏",25997,18,19,"010801.csv",1388,0.383
"一","场","男单",26003,16,17,"010801.csv",540,0.914
"０零","封","对手",26018,12,13,"010801.csv",220,0.039
"一","个","狗",26040,19,23,"010801.csv",61,0.05
"两","座","冠军",26070,13,16,"010801.csv",888,0.067
"两","名","球员",26071,7,10,"010801.csv",16827,0.689
"一","个","观众",26073,22,24,"010801.csv",280,0.068
"一","个","部门",26085,18,24,"010801.csv",7038,0.853
"七","个","老婆",26089,24,25,"010801.csv",311,0.954
"一","个","路子",26095,17,18,"010801.csv",39,0.094
"３９","个","节目",26101,44,45,"010801.csv",2224,0.582
"３９","个","节目",26102,28,29,"010801.csv",2224,0.582
"４００多","位","业内",26125,37,38,"010801.csv",90,0.6
"一","个","同名",26128,15,16,"010801.csv",19,0.317
"一","项","议程",26134,18,20,"010801.csv",186,0.795
"１","份","保障",26139,23,24,"010801.csv",86,0.176
"三","个","男人",26173,27,33,"010801.csv",6654,0.945
"多","家","提供商",26199,3,6,"010801.csv",186,0.741
"一","位","名模",26220,8,9,"010801.csv",175,0.936
"一","个","焦点",26239,22,23,"010801.csv",585,0.932
"一","座","建筑",26243,2,9,"010801.csv",930,0.276
"一","个","名字",26244,7,10,"010801.csv",2455,0.925
"一","个","建筑",26245,7,11,"010801.csv",677,0.201
"一","盏","灯",26271,40,41,"010801.csv",356,0.436
"两","个","头",26285,21,22,"010801.csv",540,0.769
"一","家","研究所",26285,10,13,"010801.csv",320,0.538
"一","条","蛇",26285,18,25,"010801.csv",145,0.884
"两","个","头",26287,11,12,"010801.csv",540,0.769
"一","个","头上",26287,27,28,"010801.csv",41,0.41
"一","个","教训",26310,34,35,"010801.csv",412,0.882
"一","个","的",26310,25,28,"010801.csv",197,0.722
"四","部","大戏",26373,40,41,"010801.csv",323,0.424
"三","个","帖子",26373,11,12,"010801.csv",598,0.562
"一","个","工厂",26394,18,19,"010801.csv",952,0.323
"一","个","领导人",26395,5,7,"010801.csv",229,0.253
"一","个","产品",26397,11,12,"010801.csv",2932,0.517
"一","个","工厂",26400,10,11,"010801.csv",952,0.323
"２３００","名","德国人",26400,14,15,"010801.csv",48,0.375
"一","个","金矿",26436,20,21,"010801.csv",167,0.459
"８","个","项目",26436,25,27,"010801.csv",27366,0.895
"一","名","法官",26463,3,5,"010801.csv",524,0.691
"三","位","人物",26475,24,26,"010801.csv",1102,0.252
"１８","个","保姆",26480,25,26,"010801.csv",153,0.497
"两","个","人",26483,2,3,"010801.csv",77696,0.793
"一","支","队伍",26487,27,32,"010801.csv",7924,0.895
"一","项","调查",26488,5,6,"010801.csv",4789,0.67
"第一","个","栏目",26491,28,30,"010801.csv",364,0.908
"１．２万","名","对象",26496,6,9,"010801.csv",221,0.218
"一","场","竞赛",26511,7,9,"010801.csv",160,0.539
"一","个","父亲",26513,4,7,"010801.csv",569,0.562
"一","个","幌子",26529,16,17,"010801.csv",74,0.974
"一","家","人",26530,66,67,"010801.csv",12915,0.132
"１７","部","手机",26541,14,15,"010801.csv",2696,0.735
"１７","部","手机",26543,43,44,"010801.csv",2696,0.735
"１０","部","手机",26544,7,8,"010801.csv",2696,0.735
"两","缕","小辫子",26574,12,13,"010801.csv",6,0.115
"一","个","发型",26579,16,19,"010801.csv",249,0.899
"一","个","形象",26580,6,8,"010801.csv",1932,0.893
"两","位","优势",26583,29,31,"010801.csv",98,0.044
"两","名","情况",26594,4,6,"010801.csv",143,0.046
"两","位","当事人",26600,3,4,"010801.csv",178,0.317
"两","位","当事人",26603,3,4,"010801.csv",178,0.317
"一","条","马尾",26605,19,20,"010801.csv",10,0.071
"多","位","老同志",26608,3,4,"010801.csv",48,0.762
"一","门","生意",26614,9,15,"010801.csv",63,0.138
"四","支","球队",26623,9,10,"010801.csv",18509,0.893
"两","场","比赛",26626,11,12,"010801.csv",68993,0.883
"两","场","比赛",26626,21,22,"010801.csv",68993,0.883
"两","名","队员",26633,13,14,"010801.csv",10832,0.822
"４３","只","蓝筹股",26664,8,9,"010801.csv",717,0.909
"１４","只","股",26665,12,15,"010801.csv",2105,0.636
"１０００","只","股票",26670,5,6,"010801.csv",5769,0.82
"一","条","运河",26688,35,37,"010801.csv",67,0.848
"第二","条","运河",26688,11,13,"010801.csv",67,0.848
"一","个","城市",26695,23,25,"010801.csv",24790,0.866
"一","支","球队",26705,17,22,"010801.csv",18509,0.893
"几","位","嘉宾",26707,9,10,"010801.csv",1988,0.876
"三","个","颜色",26720,26,28,"010801.csv",258,0.608
"百","名","消防员",26724,27,28,"010801.csv",419,0.84
"２００多","名","村民",26728,3,4,"010801.csv",1686,0.447
"一","位","球迷",26756,3,4,"010801.csv",707,0.184
"一","位","球迷",26758,2,6,"010801.csv",707,0.184
"１５","场","比赛",26760,18,19,"010801.csv",68993,0.883
"６","个","客场",26761,20,21,"010801.csv",2147,0.914
"８","场","比赛",26761,14,15,"010801.csv",68993,0.883
"第一","个","冠军",26763,5,8,"010801.csv",8849,0.664
"一","家","餐馆",26763,21,22,"010801.csv",799,0.899
"一","家","餐馆",26766,20,22,"010801.csv",799,0.899
"一","位","女子",26769,17,18,"010801.csv",594,0.113
"一","支","球队",26769,2,6,"010801.csv",18509,0.893
"几万","名","现场",26778,25,26,"010801.csv",240,0.187
"一","缕","空气",26779,39,42,"010801.csv",3,0.023
"一","起","努力",26781,8,9,"010801.csv",16,0.026
"一","片","期望",26782,17,18,"010801.csv",4,0.074
"４","名","代表",26788,5,6,"010801.csv",4920,0.503
"一","部","电影",26794,17,18,"010801.csv",6954,0.89
"一","个","禁区",26795,9,14,"010801.csv",88,0.733
"一","个","集结号",26800,28,30,"010801.csv",6,0.3
"１８","项","专利",26810,4,13,"010801.csv",840,0.875
"三","名","主演",26826,2,3,"010801.csv",71,0.097
"三","位","女星",26827,10,14,"010801.csv",714,0.716
"一","个","第一",26833,28,30,"010801.csv",550,0.49
"一","个","协会",26836,22,23,"010801.csv",647,0.737
"两","名","选手",26836,29,30,"010801.csv",7644,0.523
"第三","张","奥运会",26837,21,22,"010801.csv",495,0.174
"一","名","选手",26837,13,14,"010801.csv",7644,0.523
"７","名","选手",26838,10,12,"010801.csv",7644,0.523
"７","名","新秀",26843,9,10,"010801.csv",426,0.454
"１６","名","选手",26844,2,8,"010801.csv",7644,0.523
"两","名","棋手",26846,29,30,"010801.csv",1289,0.595
"１６","名","棋手",26846,39,41,"010801.csv",1289,0.595
"３０","名","选手",26846,15,17,"010801.csv",7644,0.523
"两","位","棋手",26847,52,54,"010801.csv",698,0.322
"一","份","答卷",26852,19,22,"010801.csv",1057,0.925
"几","名","球员",26865,13,14,"010801.csv",16827,0.689
"５","场","比赛",26870,4,5,"010801.csv",68993,0.883
"３４","场","比赛",26876,21,22,"010801.csv",68993,0.883
"一","个","位置",26878,24,26,"010801.csv",2991,0.883
"一","个","位置",26878,7,9,"010801.csv",2991,0.883
"一","场","比赛",26885,13,14,"010801.csv",68993,0.883
"一","支","球队",26898,13,16,"010801.csv",18509,0.893
"４","个","冠军",26903,11,12,"010801.csv",8849,0.664
"两","名","裁判",26919,5,7,"010801.csv",701,0.622
"第一","场","比赛",26920,20,21,"010801.csv",68993,0.883
"一","个","老外",26921,17,18,"010801.csv",149,0.503
"三","名","内援",26923,11,12,"010801.csv",331,0.805
"一","个","球",26927,10,13,"010801.csv",7350,0.736
"几","场","比赛",26931,7,8,"010801.csv",68993,0.883
"一","份","报告",26933,2,17,"010801.csv",8470,0.768
