"num","classifier","noun","sent_num","cl_token_num","noun_token_num","file_name","cl_freq_for_noun","cl_prop_for_noun"
"８","根","阳线",6291,17,18,"010801.csv",389,0.958
"１２","个","房间",6300,25,26,"010801.csv",1684,0.787
"４","间","浴室",6300,29,30,"010801.csv",24,0.27
"三","个","孩子",6302,11,12,"010801.csv",15623,0.864
"一","笔","数目",6307,42,46,"010801.csv",178,0.328
"一","个","目标",6326,37,41,"010801.csv",3723,0.758
"一","座","桥梁",6336,21,24,"010801.csv",955,0.771
"一","段","故事",6339,51,58,"010801.csv",805,0.134
"一","场","派对",6340,21,23,"010801.csv",314,0.592
"一","个","决定",6343,15,21,"010801.csv",1465,0.783
"一","句","意外",6345,10,11,"010801.csv",94,0.083
"一","个","生命",6345,49,52,"010801.csv",1533,0.629
"一","位","身边",6347,11,13,"010801.csv",131,0.577
"一","场","展示会",6351,23,26,"010801.csv",98,0.636
"一","道","风景",6351,49,50,"010801.csv",1990,0.914
"一","项","协议",6359,13,15,"010801.csv",1413,0.379
"几","位","客户",6377,5,9,"010801.csv",469,0.195
"３","个","点",6389,47,48,"010801.csv",6343,0.938
"５","家","公司",6391,27,28,"010801.csv",70737,0.854
"１９","家","公司",6391,10,11,"010801.csv",70737,0.854
"４２","家","公司",6396,43,44,"010801.csv",70737,0.854
"三","个","条件",6398,8,9,"010801.csv",2907,0.818
"１９２","家","股改",6413,6,7,"010801.csv",50,0.617
"一","场","气候",6414,2,7,"010801.csv",13,0.361
"一","个","增长",6439,20,23,"010801.csv",464,0.746
"一","个","原料",6440,12,15,"010801.csv",23,0.404
"一","段","时间",6442,6,7,"010801.csv",29750,0.934
"两","台","推进器",6449,19,33,"010801.csv",5,0.096
"一","个","系统",6456,18,20,"010801.csv",3066,0.802
"一","个","实验室",6457,10,11,"010801.csv",459,0.76
"一","个","人员",6462,8,10,"010801.csv",1923,0.063
"多","个","任务",6462,14,16,"010801.csv",1779,0.274
"一","个","系统",6465,2,5,"010801.csv",3066,0.802
"一","个","建筑物",6475,24,25,"010801.csv",97,0.18
"一","个","理论",6475,12,15,"010801.csv",260,0.765
"一","个","超市",6480,3,4,"010801.csv",311,0.147
"一","个","标志",6481,18,19,"010801.csv",1192,0.911
"第一","个","者",6481,5,8,"010801.csv",392,0.308
"一","家","企业",6498,22,23,"010801.csv",34585,0.759
"一","件","事",6537,6,7,"010801.csv",11023,0.951
"一","个","袋",6548,4,7,"010801.csv",158,0.702
"三","个","半",6559,32,33,"010801.csv",6533,0.894
"万余","台","车辆",6561,14,15,"010801.csv",681,0.365
"千余","名","兵力",6567,22,23,"010801.csv",229,0.858
"８","条","公路",6568,25,27,"010801.csv",2582,0.861
"一","场","选战",6583,25,35,"010801.csv",63,0.926
"几","场","低迷",6600,39,40,"010801.csv",16,0.271
"几","场","比赛",6607,3,4,"010801.csv",68993,0.883
"一","个","挑战",6610,19,22,"010801.csv",1876,0.807
"三","名","新秀",6612,7,9,"010801.csv",426,0.454
"５３","场","比赛",6614,27,28,"010801.csv",68993,0.883
"三","个","目标",6619,15,18,"010801.csv",3723,0.758
"８５０","家","公司",6651,10,13,"010801.csv",70737,0.854
"８５０","家","公司",6651,22,24,"010801.csv",70737,0.854
"一","场","灾难",6687,20,21,"010801.csv",1357,0.833
"首","个","目标",6698,29,30,"010801.csv",3723,0.758
"首","个","目标",6709,29,30,"010801.csv",3723,0.758
"一","个","中期",6721,5,6,"010801.csv",32,0.762
"３","项","指标",6725,2,3,"010801.csv",2119,0.484
"３１","个","城市",6726,22,26,"010801.csv",24790,0.866
"９","个","公众",6730,13,14,"010801.csv",72,0.387
"１２","家","企业",6738,6,10,"010801.csv",34585,0.759
"首","个","指数",6746,24,26,"010801.csv",752,0.507
"９０１１","名","居民",6748,36,38,"010801.csv",1287,0.527
"１９","家","公司",6763,9,10,"010801.csv",70737,0.854
"６０６","家","公司",6769,11,13,"010801.csv",70737,0.854
"１９","家","公司",6771,20,21,"010801.csv",70737,0.854
"４","家","业绩",6775,3,4,"010801.csv",312,0.374
"多","项","产品",6800,9,10,"010801.csv",530,0.093
"５０","个","点",6839,13,14,"010801.csv",6343,0.938
"两","个","办法",6846,25,26,"010801.csv",2147,0.925
"第二","个","财富",6846,37,39,"010801.csv",86,0.102
"一","个","缺陷",6854,7,11,"010801.csv",206,0.873
"一","个","经历",6857,4,5,"010801.csv",190,0.202
"一","个","学者",6860,21,22,"010801.csv",327,0.176
"一","个","工业化",6868,13,14,"010801.csv",14,0.538
"两","个","因素",6895,33,34,"010801.csv",7457,0.929
"两","个","作用",6896,10,11,"010801.csv",857,0.87
"两","幅","作品",6918,31,32,"010801.csv",1016,0.164
"２４","名","学生",6918,61,63,"010801.csv",13320,0.714
"１２","所","院校",6918,56,58,"010801.csv",1364,0.749
"一","份","申请表",6942,12,18,"010801.csv",38,0.623
"５８","家","公司",6971,10,12,"010801.csv",70737,0.854
"３４１","只","基金",6971,15,16,"010801.csv",13462,0.76
"５８","家","公司",6973,10,12,"010801.csv",70737,0.854
"２１５","只","净利润",6973,28,29,"010801.csv",39,0.144
"３４１","只","基金",6973,15,16,"010801.csv",13462,0.76
"３４１","只","基金",6973,23,24,"010801.csv",13462,0.76
"２４１","只","基金",6977,14,16,"010801.csv",13462,0.76
"５３","只","基金",6979,5,6,"010801.csv",13462,0.76
"１２４","只","收益率",6979,16,19,"010801.csv",70,0.449
"三","只","型",6980,20,22,"010801.csv",1440,0.614
"一","个","牛市",6987,12,14,"010801.csv",255,0.962
"１２６","只","基金",6992,6,7,"010801.csv",13462,0.76
"两","位","女生",6998,5,6,"010801.csv",505,0.175
"一","个","宿舍",6998,19,20,"010801.csv",184,0.266
"八","张","床",6998,24,25,"010801.csv",786,0.694
"一","位","女生",7003,21,22,"010801.csv",505,0.175
"几","名","女生",7004,2,3,"010801.csv",1439,0.498
"９","名","之一",7005,8,15,"010801.csv",428,0.142
"８","颗","牙齿",7006,16,17,"010801.csv",222,0.799
"一","根","筷子",7007,20,21,"010801.csv",82,0.828
"一","位","人员",7014,2,5,"010801.csv",6933,0.227
"３","间","库房",7030,9,11,"010801.csv",22,0.224
"千","幅","作品",7031,19,20,"010801.csv",1016,0.164
"一","项","计划",7039,4,6,"010801.csv",1598,0.272
"一","道","围墙",7040,41,42,"010801.csv",48,0.253
"一","项","计划",7040,16,25,"010801.csv",1598,0.272
"１","只","虎",7044,7,10,"010801.csv",138,0.556
"一","项","决议",7047,12,13,"010801.csv",319,0.572
"一","份","备忘录",7051,4,5,"010801.csv",245,0.59
"多","家","酒店",7057,4,7,"010801.csv",3988,0.735
"一","家","旅游网",7062,7,8,"010801.csv",8,0.5
"一","个","度假",7063,16,23,"010801.csv",12,0.429
"一","家","酒店",7069,6,7,"010801.csv",3988,0.735
"一","项","调查",7075,14,15,"010801.csv",4789,0.67
"一","个","孩子",7083,43,44,"010801.csv",15623,0.864
"一","场","电影",7088,15,16,"010801.csv",359,0.046
"一","份","礼物",7088,21,22,"010801.csv",1226,0.71
"一","家","公司",7091,26,28,"010801.csv",70737,0.854
"一","个","人",7096,20,21,"010801.csv",77696,0.793
"上万","株","幼苗",7097,16,20,"010801.csv",12,0.462
"一","座","大棚",7098,16,19,"010801.csv",41,0.147
"一","座","大棚",7100,4,7,"010801.csv",41,0.147
"两","名","大学生",7103,8,9,"010801.csv",1904,0.688
"一","座","大棚",7106,30,32,"010801.csv",41,0.147
"５","名","大学生",7107,20,21,"010801.csv",1904,0.688
"一","个","时期",7114,25,26,"010801.csv",5015,0.603
"一","份","报道",7145,4,6,"010801.csv",48,0.026
"一","名","演员",7177,34,36,"010801.csv",2107,0.315
"两","个","角色",7177,20,22,"010801.csv",3656,0.94
"一","个","女孩子",7190,12,19,"010801.csv",640,0.872
"一","个","首富",7190,30,32,"010801.csv",28,0.475
"一","个","点",7219,6,7,"010801.csv",6343,0.938
"一","个","森林",7244,10,17,"010801.csv",56,0.264
"一","个","人",7249,13,14,"010801.csv",77696,0.793
"三","个","客厅",7249,3,7,"010801.csv",70,0.722
"一","名","干部",7258,25,28,"010801.csv",3780,0.688
"一","名","共产党员",7267,38,39,"010801.csv",365,0.652
"一","个","项目",7293,5,6,"010801.csv",27366,0.895
"首","颗","心脏",7296,27,35,"010801.csv",164,0.713
"一","项","奇迹",7301,15,16,"010801.csv",45,0.022
"首","颗","心脏",7303,40,48,"010801.csv",164,0.713
"一","台","起搏器",7308,14,15,"010801.csv",4,0.667
"一","片","警报",7317,3,8,"010801.csv",4,0.035
"一","场","灾难",7320,31,32,"010801.csv",1357,0.833
"一","家","中介",7336,18,20,"010801.csv",497,0.812
"一","个","楼盘",7348,3,4,"010801.csv",3133,0.792
"一","家","机构",7389,3,4,"010801.csv",9296,0.596
"５８","家","公司",7394,3,6,"010801.csv",70737,0.854
"３４５","只","基金",7394,9,10,"010801.csv",13462,0.76
"一","部","大片",7415,7,9,"010801.csv",892,0.9
"一","把","剑",7440,20,24,"010801.csv",192,0.667
"一","个","理性",7450,31,32,"010801.csv",283,0.879
"一","个","事业",7466,19,27,"010801.csv",286,0.237
"一","个","人",7477,5,9,"010801.csv",77696,0.793
"一","位","时",7479,8,17,"010801.csv",5,0.135
"一","个","人",7481,8,11,"010801.csv",77696,0.793
"一","个","沉默",7481,2,3,"010801.csv",26,0.232
"一","个","办法",7489,5,6,"010801.csv",2147,0.925
"一","个","人",7491,16,17,"010801.csv",77696,0.793
"一","项","调查",7492,2,4,"010801.csv",4789,0.67
"一","项","调查",7497,2,4,"010801.csv",4789,0.67
"１５","家","企业",7505,25,26,"010801.csv",34585,0.759
"３０００","家","药店",7510,14,17,"010801.csv",515,0.915
"一","个","基金",7522,27,40,"010801.csv",1203,0.068
"一","家","提供商",7539,2,6,"010801.csv",186,0.741
"一","个","功能",7541,18,20,"010801.csv",630,0.537
"３万","份","问卷",7544,20,22,"010801.csv",374,0.854
"２６００多","名","网友",7545,26,27,"010801.csv",1437,0.371
"一","项","功能",7549,17,20,"010801.csv",437,0.372
"５","场","比赛",7593,44,45,"010801.csv",68993,0.883
"一","粒","进球",7593,53,54,"010801.csv",6888,0.379
"首","粒","进球",7602,9,10,"010801.csv",6888,0.379
"一","个","公司",7612,8,17,"010801.csv",7730,0.093
"一","个","局面",7638,66,67,"010801.csv",619,0.538
"一","个","情况",7638,26,27,"010801.csv",1560,0.499
"一","位","人大",7647,26,27,"010801.csv",75,0.694
"数十","位","企业家",7649,8,10,"010801.csv",477,0.369
"一","个","标准",7657,5,9,"010801.csv",3176,0.691
"一","个","要求",7657,14,17,"010801.csv",1084,0.649
"一","个","地方",7658,6,7,"010801.csv",6837,0.876
"５","位","球手",7664,26,28,"010801.csv",269,0.46
"两","位","队长",7665,58,60,"010801.csv",161,0.352
"３","个","冠军",7675,9,10,"010801.csv",8849,0.664
"３","个","冠军",7676,18,19,"010801.csv",8849,0.664
"几","位","球手",7677,15,17,"010801.csv",269,0.46
"一","段","时间",7689,17,18,"010801.csv",29750,0.934
"５８","家","公司",7690,2,4,"010801.csv",70737,0.854
"３４１","只","基金",7690,6,7,"010801.csv",13462,0.76
"２３８","只","投资",7691,15,17,"010801.csv",43,0.023
"一","个","牛市",7700,21,24,"010801.csv",255,0.962
"１０","项","工作",7743,13,15,"010801.csv",3769,0.395
"一","项","声明",7753,8,9,"010801.csv",253,0.078
"十","个","成员",7759,15,17,"010801.csv",1117,0.178
"四","个","段",7791,21,23,"010801.csv",239,0.526
"一","把","火",7805,25,26,"010801.csv",535,0.713
"５９６","家","公司",7822,12,13,"010801.csv",70737,0.854
"５９６","家","公司",7823,12,13,"010801.csv",70737,0.854
"３５","家","公司",7824,22,23,"010801.csv",70737,0.854
"８４","家","公司",7824,7,8,"010801.csv",70737,0.854
"３７１","家","公司",7824,2,3,"010801.csv",70737,0.854
"８２","家","公司",7824,27,28,"010801.csv",70737,0.854
"２４","家","公司",7824,44,45,"010801.csv",70737,0.854
"２９６","家","公司",7827,24,29,"010801.csv",70737,0.854
"一","件","事",7846,6,7,"010801.csv",11023,0.951
"多","名","张元",7860,26,9,"010801.csv",10,0.833
"多","名","张元",7863,27,10,"010801.csv",10,0.833
"一","家","圈内",7864,19,20,"010801.csv",6,0.05
"一","家","公司",7866,21,22,"010801.csv",70737,0.854
"一","名","男子",7867,19,20,"010801.csv",11247,0.8
"一","条","线索",7874,7,9,"010801.csv",538,0.716
"一","个","男子",7878,20,21,"010801.csv",1754,0.125
"一","张","茶几",7878,8,10,"010801.csv",22,0.379
"７","名","瘾君子",7885,8,9,"010801.csv",32,0.525
"两","个","人",7903,2,3,"010801.csv",77696,0.793
"一","个","生命",7910,10,12,"010801.csv",1533,0.629
"一","位","女性",7922,20,24,"010801.csv",1233,0.33
"一","个","家族",7947,28,29,"010801.csv",444,0.884
"两","个","丫头",7965,32,33,"010801.csv",71,0.947
"一","个","女人",7972,18,24,"010801.csv",7105,0.917
"一","个","好人",7972,41,42,"010801.csv",293,0.951
"一","个","收获",7975,5,7,"010801.csv",168,0.589
"一","个","角色",7975,34,42,"010801.csv",3656,0.94
"一","个","倾向",8015,14,15,"010801.csv",64,0.877
"几","个","诸葛亮",8015,23,25,"010801.csv",24,0.828
"一","段","时间",8059,7,8,"010801.csv",29750,0.934
"几","所","院校",8070,4,6,"010801.csv",1364,0.749
"多","所","高校",8074,5,6,"010801.csv",2817,0.908
"一","段","时间",8076,16,17,"010801.csv",29750,0.934
"几","所","高校",8076,26,27,"010801.csv",2817,0.908
"１０万","名","学生",8081,15,16,"010801.csv",13320,0.714
"７","名","同志",8087,14,15,"010801.csv",628,0.379
"十七","个","批次",8088,5,6,"010801.csv",571,0.947
"一","个","典型",8094,48,52,"010801.csv",332,0.915
"一","个","典型",8094,51,52,"010801.csv",332,0.915
"一","个","困难",8094,21,25,"010801.csv",424,0.731
"一","个","困难",8094,24,25,"010801.csv",424,0.731
"一","个","奇迹",8094,39,43,"010801.csv",1843,0.914
"一","个","奇迹",8094,42,43,"010801.csv",1843,0.914
"一","个","挑战",8094,33,34,"010801.csv",1876,0.807
"一","个","挑战",8094,30,34,"010801.csv",1876,0.807
"三","个","目标",8101,23,28,"010801.csv",3723,0.758
"三","个","代表",8112,16,17,"010801.csv",2243,0.229
"一","个","论坛",8117,5,8,"010801.csv",946,0.791
"一","个","协会",8129,41,44,"010801.csv",647,0.737
"一","个","教练",8151,7,20,"010801.csv",1198,0.303
"几","位","草稿",8153,20,25,"010801.csv",2,0.105
"三","场","比赛",8156,18,19,"010801.csv",68993,0.883
"一","个","球",8163,14,15,"010801.csv",7350,0.736
"一","名","球员",8167,4,9,"010801.csv",16827,0.689
"两","个","前锋",8168,22,23,"010801.csv",713,0.223
"一","名","高中锋",8168,6,17,"010801.csv",80,0.87
"二十八","个","车次",8184,19,20,"010801.csv",36,0.434
"十八","列","车次",8184,27,28,"010801.csv",12,0.145
"百余","名","人员",8185,21,23,"010801.csv",20667,0.678
"九百六十","名","大学生",8187,7,8,"010801.csv",1904,0.688
"１０００","名","失业",8195,14,17,"010801.csv",39,0.812
"５００","名","失业",8196,37,39,"010801.csv",39,0.812
"４０","家","门店",8197,25,26,"010801.csv",2570,0.93
"１０","名","经纪人",8198,15,16,"010801.csv",194,0.346
"５００","名","失业",8199,13,15,"010801.csv",39,0.812
"一","个","形象",8223,30,34,"010801.csv",1932,0.893
"千","只","股票",8246,3,4,"010801.csv",5769,0.82
"５８","家","公司",8256,6,9,"010801.csv",70737,0.854
"３４５","只","基金",8256,12,13,"010801.csv",13462,0.76
"一","个","时期",8264,5,7,"010801.csv",5015,0.603
"一","家","公司",8268,10,15,"010801.csv",70737,0.854
"一","个","数据库",8275,17,23,"010801.csv",230,0.95
"一","个","孤岛",8282,30,32,"010801.csv",175,0.483
"一","家","网站",8300,14,15,"010801.csv",3079,0.531
"一","个","学历",8307,2,4,"010801.csv",16,0.444
"一","篇","特性",8309,18,25,"010801.csv",6,0.039
"几十","位","人员",8310,34,36,"010801.csv",6933,0.227
"第一","支","中队",8328,27,30,"010801.csv",36,0.051
"八","名","警花",8328,13,14,"010801.csv",47,0.746
"首","支","女警",8330,8,9,"010801.csv",4,0.03
"八","名","女警",8331,23,24,"010801.csv",106,0.803
"１０","名","女警",8333,14,15,"010801.csv",106,0.803
"一","名","考生",8337,20,21,"010801.csv",2105,0.749
"一","名","考生",8341,5,7,"010801.csv",2105,0.749
"一","番","话语",8345,2,5,"010801.csv",25,0.128
"一","名","右手",8347,9,11,"010801.csv",6,0.143
"一","名","考生",8350,11,12,"010801.csv",2105,0.749
"６","个","车间",8356,29,30,"010801.csv",220,0.856
"１０００","个","托盘",8363,8,9,"010801.csv",40,0.889
"两","名","工人",8369,19,20,"010801.csv",4177,0.738
"一","块","板",8372,18,20,"010801.csv",144,0.264
"四","个","行业",8388,4,7,"010801.csv",5807,0.892
"７３","家","企业",8418,33,34,"010801.csv",34585,0.759
"５","宗","并购",8422,18,24,"010801.csv",29,0.133
"一","个","错误",8445,6,8,"010801.csv",1300,0.898
"两","个","认沽证",8450,9,10,"010801.csv",3,0.167
"一","个","结论",8484,11,14,"010801.csv",958,0.936
"一","个","导火索",8495,14,15,"010801.csv",111,0.721
"两","家","公司",8519,15,17,"010801.csv",70737,0.854
"３７","家","企业",8521,8,9,"010801.csv",34585,0.759
"两","家","公司",8524,32,34,"010801.csv",70737,0.854
"三","家","公司",8533,2,4,"010801.csv",70737,0.854
"两","个","资格",8536,12,13,"010801.csv",368,0.578
"１２７","个","中心",8544,14,15,"010801.csv",5367,0.693
"３５","个","分公司",8544,10,11,"010801.csv",454,0.358
"２００","名","经理",8544,24,28,"010801.csv",510,0.167
"一","个","企业",8548,11,12,"010801.csv",8951,0.197
"一","个","错误",8563,39,40,"010801.csv",1300,0.898
"几","位","村民",8618,8,10,"010801.csv",1401,0.372
"一","个","小孩",8619,27,28,"010801.csv",1672,0.778
"一","个","小孩",8625,28,29,"010801.csv",1672,0.778
"几百","名","村民",8638,18,19,"010801.csv",1686,0.447
"一","个","村庄",8639,14,16,"010801.csv",1501,0.952
"一","处","门面房",8648,3,5,"010801.csv",2,0.053
"一","处","简易房",8649,14,15,"010801.csv",7,0.13
"一","名","女性",8655,9,14,"010801.csv",1489,0.399
"首","粒","进球",8675,11,12,"010801.csv",6888,0.379
"２６","场","比赛",8680,11,12,"010801.csv",68993,0.883
"７","个","进球",8680,48,49,"010801.csv",10851,0.598
"２５","场","首发",8680,16,17,"010801.csv",478,0.653
"几","支","队伍",8687,10,11,"010801.csv",7924,0.895
"一","个","位置",8688,29,30,"010801.csv",2991,0.883
"三","部","通知",8695,4,6,"010801.csv",21,0.025
"１３２８","枚","导弹",8711,8,9,"010801.csv",1708,0.881
"一","项","计划",8727,15,16,"010801.csv",1598,0.272
"２０多","个","小组",8728,8,10,"010801.csv",5261,0.944
"２０００","名","专家",8729,4,8,"010801.csv",3240,0.31
"一","名","分子",8734,9,11,"010801.csv",1538,0.741
"一","名","无家可归者",8735,10,11,"010801.csv",12,0.857
"一","个","小贩",8736,8,18,"010801.csv",56,0.505
"一","场","袭击",8737,39,41,"010801.csv",84,0.167
"一","个","装置",8738,4,8,"010801.csv",546,0.78
"２６","个","小组",8740,20,23,"010801.csv",5261,0.944
"一","个","装置",8741,4,6,"010801.csv",546,0.78
"一","个","基地",8742,2,8,"010801.csv",3268,0.818
"一","个","基地",8742,7,8,"010801.csv",3268,0.818
"１０００","名","人员",8746,11,16,"010801.csv",20667,0.678
"１０００","名","科学家",8746,3,5,"010801.csv",334,0.395
"一","个","利好",8774,40,44,"010801.csv",659,0.762
"数","个","表现",8781,10,12,"010801.csv",848,0.468
"第一","家","机构",8810,3,13,"010801.csv",9296,0.596
"第２５","家","机构",8812,50,54,"010801.csv",9296,0.596
"首","个","银行",8812,21,24,"010801.csv",581,0.054
"一","个","机库",8833,8,16,"010801.csv",20,0.408
"一","艘","飞艇",8837,13,18,"010801.csv",19,0.792
"一","份","心境",8856,19,23,"010801.csv",19,0.792
"一","个","人",8857,10,11,"010801.csv",77696,0.793
"一","个","男的",8864,4,5,"010801.csv",187,0.899
"一","个","汉堡",8866,11,12,"010801.csv",29,0.527
"一","份","心境",8882,40,44,"010801.csv",19,0.792
"一","份","心境",8886,3,7,"010801.csv",19,0.792
"一","个","项目",8892,18,26,"010801.csv",27366,0.895
"一","个","竞赛",8896,14,15,"010801.csv",44,0.148
"一","份","心境",8897,13,17,"010801.csv",19,0.792
"一","份","心境",8903,29,33,"010801.csv",19,0.792
"一","份","心境",8904,14,18,"010801.csv",19,0.792
"一","份","报告",8906,7,9,"010801.csv",8470,0.768
"一","个","错误",8916,14,15,"010801.csv",1300,0.898
"一","个","人",8917,6,10,"010801.csv",77696,0.793
"一","个","企业",8918,6,7,"010801.csv",8951,0.197
"一","项","投资",8931,10,11,"010801.csv",318,0.172
"多","名","得分",8945,13,15,"010801.csv",242,0.172
"两","个","外援",8949,12,13,"010801.csv",393,0.088
"两","位","外援",8961,32,35,"010801.csv",322,0.072
"两","位","外援",8965,4,5,"010801.csv",322,0.072
"两","名","外援",8970,3,5,"010801.csv",3749,0.839
"一","个","点",8970,18,23,"010801.csv",6343,0.938
"第一","个","主场",8974,4,5,"010801.csv",2976,0.898
"一","支","球队",8979,40,44,"010801.csv",18509,0.893
"两","个","人",8982,2,3,"010801.csv",77696,0.793
"第二","个","主场",8983,16,17,"010801.csv",2976,0.898
"第二","个","比赛",8983,9,12,"010801.csv",1970,0.025
"一","个","时期",8984,14,18,"010801.csv",5015,0.603
"一","家","人",8990,19,20,"010801.csv",12915,0.132
"一","个","地方",8991,10,16,"010801.csv",6837,0.876
"一","个","工作",8993,19,24,"010801.csv",1786,0.187
"两","个","家庭",9001,24,25,"010801.csv",6338,0.923
"一","方","都会",9009,14,15,"010801.csv",5,0.022
"一","个","人",9014,31,32,"010801.csv",77696,0.793
"一","个","词",9014,16,17,"010801.csv",2237,0.937
"一","位","运动员",9025,23,31,"010801.csv",837,0.118
"两","个","头衔",9028,17,18,"010801.csv",472,0.896
"一","名","棋手",9031,4,5,"010801.csv",1289,0.595
"四","个","中心",9061,52,53,"010801.csv",5367,0.693
"一","个","任务",9061,17,21,"010801.csv",1779,0.274
"四","个","率先",9061,59,60,"010801.csv",102,0.944
"五","个","一体化",9084,28,29,"010801.csv",45,0.833
"两","个","要求",9096,26,38,"010801.csv",1084,0.649
"一","家","市场",9099,10,12,"010801.csv",535,0.055
"一","个","早上",9100,26,27,"010801.csv",69,0.945
"一","个","位置",9103,16,19,"010801.csv",2991,0.883
"七八","个","平方米",9104,12,13,"010801.csv",95,0.766
"一","间","平方米",9104,10,13,"010801.csv",8,0.065
"一","块","纸板",9105,4,5,"010801.csv",19,0.322
"一","间","屋子",9106,8,12,"010801.csv",327,0.723
"两","个","男人",9106,24,26,"010801.csv",6654,0.945
"一","条","门缝",9106,17,18,"010801.csv",31,0.534
"两","个","人",9107,5,6,"010801.csv",77696,0.793
"一","个","男人",9110,3,5,"010801.csv",6654,0.945
"一","所","大学",9111,14,15,"010801.csv",2766,0.693
"一","个","学生",9120,2,4,"010801.csv",3744,0.201
"多","个","菜场",9129,13,14,"010801.csv",18,0.5
"一","个","亲戚",9133,42,43,"010801.csv",365,0.583
"一","辆","车",9133,13,14,"010801.csv",8695,0.819
"一","条","建设",9142,5,6,"010801.csv",162,0.118
"一","条","方针",9142,31,33,"010801.csv",41,0.266
"一","项","创举",9156,10,11,"010801.csv",52,0.208
"一部分","本","购买者",9186,15,19,"010801.csv",3,0.091
"第一","个","病人",9207,2,5,"010801.csv",944,0.421
"几十","个","人",9208,35,36,"010801.csv",77696,0.793
"三百","个","病人",9213,16,17,"010801.csv",944,0.421
"两","个","东西",9222,12,13,"010801.csv",1328,0.719
"一","重","性质",9233,24,25,"010801.csv",12,0.051
"一","重","性质",9233,32,33,"010801.csv",12,0.051
"一","重","性质",9234,2,3,"010801.csv",12,0.051
"三","个","原理",9241,9,11,"010801.csv",76,0.835
"第一","个","实践",9241,14,17,"010801.csv",77,0.706
"一","个","中国人",9255,3,4,"010801.csv",1748,0.68
"６６２","只","基金",9264,13,15,"010801.csv",13462,0.76
"两","只","基金",9284,12,15,"010801.csv",13462,0.76
"几","只","规模",9300,6,9,"010801.csv",76,0.054
"两","个","接班人",9307,15,17,"010801.csv",65,0.565
"一","只","基金",9313,3,8,"010801.csv",13462,0.76
"一","个","底",9325,21,23,"010801.csv",87,0.837
"一","位","香客",9366,37,41,"010801.csv",4,0.364
"两","道","铁门",9369,5,6,"010801.csv",47,0.261
"七八","个","人",9375,15,16,"010801.csv",77696,0.793
"７","条","狗",9378,8,9,"010801.csv",510,0.42
"一","个","人",9383,21,28,"010801.csv",77696,0.793
"３２","条","狗",9383,35,36,"010801.csv",510,0.42
"一","个","线索",9388,8,9,"010801.csv",98,0.13
"两","辆","车",9388,28,29,"010801.csv",8695,0.819
"两","个","疑点",9395,7,8,"010801.csv",70,0.769
"一","个","时期",9409,9,10,"010801.csv",5015,0.603
"一","个","时期",9422,61,62,"010801.csv",5015,0.603
"五","局","总经理",9430,5,6,"010801.csv",10,0.03
"一","个","企业",9448,16,20,"010801.csv",8951,0.197
"多","名","民工",9451,19,20,"010801.csv",374,0.597
"两","位","巨星",9466,37,38,"010801.csv",656,0.569
"第二","场","比赛",9466,8,9,"010801.csv",68993,0.883
"一","个","人",9474,17,21,"010801.csv",77696,0.793
"两","个","赛后",9481,8,10,"010801.csv",4,0.069
"４０多","个","窗口",9490,10,12,"010801.csv",1382,0.922
"三四","个","闸口",9491,36,37,"010801.csv",14,0.875
"一","支","小分队",9502,30,32,"010801.csv",728,0.645
"三","段","故事",9522,26,27,"010801.csv",805,0.134
"三","段","故事",9524,2,3,"010801.csv",805,0.134
"一","个","自嘲",9572,8,9,"010801.csv",3,0.375
"六","个","人",9579,4,5,"010801.csv",77696,0.793
"一","个","课",9591,5,7,"010801.csv",33,0.099
"一","个","方案",9598,16,20,"010801.csv",3845,0.788
"一","个","公司",9600,8,15,"010801.csv",7730,0.093
"一","个","尝试",9602,5,6,"010801.csv",315,0.877
"一","个","人",9603,2,3,"010801.csv",77696,0.793
"一","个","大都市",9641,9,13,"010801.csv",106,0.697
"一","个","伴侣",9654,23,27,"010801.csv",142,0.584
"一","个","人",9663,12,15,"010801.csv",77696,0.793
"２００","家","门店",9667,12,13,"010801.csv",2570,0.93
"１８００","家","门店",9670,5,6,"010801.csv",2570,0.93
"一","个","街区",9672,12,13,"010801.csv",240,0.839
"一","位","记者",9672,2,6,"010801.csv",2610,0.274
"五六","家","门店",9672,17,18,"010801.csv",2570,0.93
"２００","家","门店",9673,18,19,"010801.csv",2570,0.93
"１３０","家","门店",9674,12,13,"010801.csv",2570,0.93
"１０００","家","规模",9682,13,15,"010801.csv",257,0.184
"３０００","家","分店",9683,18,19,"010801.csv",623,0.834
"一","个","上涨",9690,17,20,"010801.csv",132,0.188
"一","个","公司",9698,17,20,"010801.csv",7730,0.093
"一","份","文件",9702,5,21,"010801.csv",1394,0.388
"一","份","文件",9708,5,13,"010801.csv",1394,0.388
"２００","家","门店",9708,22,23,"010801.csv",2570,0.93
"一","片","混乱",9711,40,41,"010801.csv",793,0.889
"一","名","高层",9711,7,8,"010801.csv",181,0.073
"几","家","商谈",9714,10,14,"010801.csv",15,0.319
"２１","个","城市",9724,15,16,"010801.csv",24790,0.866
"一","名","老将",9760,10,11,"010801.csv",599,0.434
"第五","局","丁俊晖",9763,2,3,"010801.csv",21,0.253
"一","个","球",9765,13,19,"010801.csv",7350,0.736
"一","名","高手",9767,12,14,"010801.csv",348,0.303
"一","名","老将",9775,10,11,"010801.csv",599,0.434
"第五","局","丁俊晖",9778,2,3,"010801.csv",21,0.253
